county,crime_rate_per_100000
"Manassas, VA",330.8955761
"Albany, NY",330.6781345
"Matagorda, TX",330.67337119999996
"Indiana, PA",330.5031626
"Montgomery, IL",330.4781817
"Minnehaha, SD",329.5479849
"Webster, LA",329.41639219999996
"Marion, AR",328.6670724
"Lamar, GA",328.5260872
"Gordon, GA",328.20991089999995
"Blaine, ID",328.1916639
"San Luis Obispo, CA",327.73483139999996
"Nacogdoches, TX",327.56773300000003
"Talladega, AL",326.77320710000004
"Duplin, NC",326.2099727
"Webster, WV",326.0991791
"Yadkin, NC",325.9897997
"Washington, AL",325.88730219999997
"West Baton Rouge, LA",325.56057460000005
"Lincoln, LA",324.7985827
"Union, TN",324.57334310000005
"Tama, IA",324.3058716
"Citrus, FL",323.82908139999995
"Lake, FL",323.6655694
"Wood, WV",323.4414167
"Lake, TN",323.3734316
"Wilson, TN",323.09647789999997
"Valley, ID",322.7149698
"Craighead, AR",322.205581
"Pierce, GA",322.1037068
"Stillwater, MT",321.95750160000006
"Salt Lake, UT",321.9350184
"Sabine, LA",321.8485661
"Howell, MO",321.8379422
"Shelby, TX",321.80521089999996
"Logan, KS",321.65832739999996
"Putnam, WV",321.270962
"McDowell, WV",320.94270930000005
"Ripley, MO",320.69555299999996
"Dodge, GA",320.4373027
"Swain, NC",320.10243280000003
"McLean, IL",320.0742068
"Waynesboro, VA",319.804355
"Yavapai, AZ",319.80216889999997
"San Augustine, TX",319.3066484
"Beaver, PA",319.1958381
"Pasco, FL",319.03125539999996
"Licking, OH",318.9309577
"Lowndes, GA",318.8210705
"Lee, TX",318.7394756
"Suffolk, VA",318.4490482
"Doniphan, KS",318.4307732
"Ford, IL",318.1029497
"Geneva, AL",318.03045610000004
"Edgar, IL",317.3719376
"Franklin, MA",317.3221381
"Mesa, CO",317.1720184
"Jackson, OR",316.9579707
"Sarasota, FL",316.8309731
"Hidalgo, TX",316.79076860000004
"Lee, GA",316.4665818
"Crawford, AR",316.35301749999996
"Jackson, MI",316.14588849999996
"Franklin, AR",316.06964619999997
"Troup, GA",315.69953510000005
"Pawnee, KS",315.59317169999997
"Marshall, SD",314.9275667
"Danville, VA",314.6339758
"Chariton, MO",314.63030939999993
"Faulkner, AR",314.4338518
"Little River, AR",314.2183818
"Ozark, MO",313.80753139999996
"Harmon, OK",313.6981527
"Cherokee, SC",313.14306160000007
"Rowan, NC",313.03543160000004
"Polk, IA",312.8341713
"Mono, CA",312.6332244
"Chowan, NC",312.3726742
"Lonoke, AR",312.3542465
"Quay, NM",311.7063034
"St. Joseph, MI",311.65933989999996
"Catawba, NC",311.349396
"Adair, OK",310.8948364
"Grant, AR",310.78306230000004
"Henry, TN",310.4625893
"Garfield, WA",310.28368789999996
"Marion, TN",310.1430887
"Craven, NC",310.0804869
"Gunnison, CO",309.5376282
"Vanderburgh, IN",309.26471069999997
"Howard, AR",309.2555776
"Hardy, WV",308.908046
"Kankakee, IL",308.59793080000003
"Indian River, FL",308.46373789999996
"Somerset, MD",308.3012979
"Bates, MO",308.1570997
"Butte, CA",307.98325
"Mahnomen, MN",307.3029646
"Stephens, OK",307.21966210000005
"Wayne, IL",307.00698289999997
"Stewart, TN",306.8402934
"Jefferson, GA",306.37254900000005
"Kearny, KS",305.8883508
"Panola, TX",305.82320899999996
"Pecos, TX",305.7909155
"Hartford, CT",305.5867265
"Woodbury, IA",305.4929991
"Cowlitz, WA",305.3210289
"Lafayette, FL",305.1537071
"Riverside, CA",304.8627551000001
"Sheridan, NE",304.7038659
"Clearfield, PA",304.2846232
"Jackson, TN",303.8985847
"Washington, MS",303.89631299999996
"Adams, IL",303.88797850000003
"Iron, UT",303.548525
"Stark, OH",303.3838352
"Cass, TX",303.32003560000004
"Broome, NY",303.2389361
"Jefferson, TN",303.1291368
"Hertford, NC",302.8938644
"Tyler, TX",302.83265
"Tippecanoe, IN",302.48537519999996
"Bay, MI",302.343867
"Kauai, HI",302.1061112
"Richland, LA",302.05686339999994
"Knox, IL",301.4708706
"Jack, TX",301.4402144
"Carroll, GA",300.8321837
"Midland, TX",300.3934825
"Greene, GA",300.2267018
"Carbon, UT",300.17152660000005
"Walton, GA",299.6944749
"Polk, TN",299.5805872
"Madison, AR",299.34399080000003
"Sullivan, PA",299.1654858
"Banks, GA",298.66956289999996
"Maverick, TX",298.5768433
"Clark, OH",298.16328480000004
"Arapahoe, CO",297.9886998
"Scott, KS",297.9145978
"Mitchell, KS",297.89902789999996
"Jackson, MS",296.90281239999996
"Lyon, NV",296.758927
"Buena Vista, IA",296.5916274
"Wakulla, FL",296.563729
"Ochiltree, TX",296.1317786
"Wayne, IN",296.0540851
"Cass, ND",296.0160659
"Mineral, WV",295.9861392
"Boone, IA",295.85798819999997
"Kootenai, ID",295.2899179
"Hernando, FL",295.22875930000004
"Marion, IL",295.1685568
"Macon, TN",295.1411832
"Sumner, TN",294.869973
"Lawrence, AL",294.7569
"Overton, TN",294.45073610000003
"Washtenaw, MI",294.4331527
"Mille Lacs, MN",294.1973445
"Lake, OR",294.11764710000006
"Colorado, TX",293.9475713
"Grant, WA",293.8679553
"Carteret, NC",293.71365110000005
"Dooly, GA",293.6241611
"Scott, MS",293.5663
"Surry, NC",292.95003419999995
"Davison, SD",292.58941630000004
"Lewis and Clark, MT",292.3260583
"Perry, TN",292.2861863
"Glades, FL",292.2442863
"Jasper, IL",291.90992489999996
"Fairfield, CT",291.83831539999994
"Claiborne, MS",291.7972549
"Missoula, MT",291.5738728
"Union, LA",290.90583599999997
"Mitchell, GA",290.73551749999996
"Macomb, MI",290.72182069999997
"Terry, TX",290.3554893
"Carbon, MT",290.1353965
"Camp, TX",290.018529
"Perry, AR",289.99516669999997
"Lake, MI",289.8296153
"Deer Lodge, MT",289.4200879
"Custer, OK",289.34200219999997
"Franklin, TN",289.3335603
"Grant, KS",289.3081761
"Humboldt, CA",289.23438389999995
"Jasper, SC",289.1584363
"Polk, AR",289.1306478
"Eureka, NV",289.017341
"Clark, WI",288.8920988
"Orange, NY",288.8772924
"Iredell, NC",288.7239617
"Jerome, ID",288.7092476
"Mills, IA",288.6680988
"Jefferson, MS",288.3733124
"Upshur, TX",288.3361749
"Yellowstone, MT",288.0087181
"Blaine, MT",287.7044216
"Crawford, MI",287.68699649999996
"Miller, GA",286.5812542
"Kit Carson, CO",286.176434
"Greene, IL",286.15452339999996
"Allen, IN",285.3884423
"Richland, MT",285.3575887
"Warren, MO",284.8571169
"Hancock, TN",284.4737236
"Elmore, AL",284.2945786
"Chippewa, MI",284.2671077
"Donley, TX",283.9295855
"Washington, IL",283.77630120000003
"Martinsville, VA",283.5332606
"Northampton, NC",283.12299049999996
"Lamb, TX",283.12159710000003
"Barber, KS",282.9997979
"Levy, FL",282.51437799999997
"Toombs, GA",282.33051
"Van Buren, MI",282.28745610000004
"Humboldt, NV",282.2092956
"Pettis, MO",281.9571141
"Mingo, WV",281.85328189999996
"St. Johns, FL",281.4254437
"Luzerne, PA",281.15950180000004
"Barry, MO",281.119982
"Broadwater, MT",281.0962755
"Greene, AR",280.762002
"Washington, FL",280.214425
"Marion, AL",280.2136217
"Yazoo, MS",279.7403436
"Scott, IN",279.4927415
"Jasper, GA",279.39122119999996
"Harford, MD",279.2769296
"Glenn, CA",279.1696492
"Rensselaer, NY",278.89293260000005
"Warren, IA",278.8575292
"Crook, OR",278.64520780000004
"Imperial, CA",278.62093960000004
"Hall, NE",278.3267457
"Butts, GA",278.2415136
"Brown, WI",278.09856
"Grand, UT",277.77777779999997
"Houston, TN",277.3757839
"Catron, NM",277.2387025
"Mayes, OK",276.933634
"Pocahontas, WV",276.8485408
"Luce, MI",276.837896
"Benewah, ID",276.42636
"Mason, MI",276.1754938
"Hardee, FL",276.172826
"Jackson, OK",275.9889604
"Bethel, AK",275.93197430000004
"Burleigh, ND",275.8402388
"Franklin, KS",275.8352758
"Douglas, GA",275.7022709
"Bradley, AR",275.58005160000005
"Washington, OK",275.3165171
"Montour, PA",275.06606980000004
"Weld, CO",274.29249219999997
"Rockingham, NC",274.2767583
"Yell, AR",274.0602019
"Tom Green, TX",274.0226525
"Coles, IL",273.7583105
"Meriwether, GA",273.1725697
"Decatur, KS",273.03754269999996
"Garfield, OK",273.0178104
"Twin Falls, ID",272.6465475
"Choctaw, OK",272.515786
"Josephine, OR",272.4893765
"Person, NC",272.43100110000006
"Clallam, WA",272.43057860000005
"Malheur, OR",272.3186456
"Goshen, WY",271.8189833
"Yolo, CA",271.7590533
"Taylor, GA",271.73913039999996
"Cherokee, KS",271.71322339999995
"Warren, PA",271.49321269999996
"Highlands, FL",271.47188989999995
"Telfair, GA",271.2313905
"Monongalia, WV",270.84107400000005
"Hill, TX",269.9365362
"Fayette, WV",269.74275750000004
"Flathead, MT",269.69527660000006
"Marshall, OK",268.95171380000005
"Kitsap, WA",268.93151889999996
"St. Francois, MO",268.8212641
"Preston, WV",268.7616291
"Woodward, OK",268.6018567
"McKenzie, ND",268.4131415
"Randolph, AL",268.4032208
"Comal, TX",268.3997299
"Conway, AR",268.2984232
"Otero, NM",268.2272616
"White, IL",268.0596605
"Galveston, TX",267.9427085
"Mason, WA",267.78187349999996
"Caswell, NC",267.35661919999995
"Benton, AR",267.1757334
"Essex, VA",267.1653754
"Howard, IN",267.037216
"Salem, NJ",267.0104042
"Osage, OK",266.7389085
"Ottawa, OK",266.7080167
"Cape May, NJ",265.9102996
"Clear Creek, CO",265.7513011
"Marshall, MS",265.6442558
"Phelps, MO",265.58350260000003
"Dare, NC",265.5701191
"Wayne, WV",265.4632333
"Santa Clara, CA",265.4076897
"Warrick, IN",265.360612
"Monroe, MI",265.3348939
"Wright, MO",265.2519894
"Cobb, GA",264.2256585
"Whitfield, GA",264.2187576
"Carbon, PA",263.9459142
"Haywood, NC",263.5892064
"St. Clair, MO",263.518499
"Chambers, TX",263.5010323
"Worth, GA",263.0219342
"Lauderdale, AL",262.9395347
"Delta, MI",262.837014
"Linn, KS",262.7154267
"Martin, FL",262.4567806
"Warren, NC",262.454435
"Barbour, WV",262.37328560000003
"Hartley, TX",262.295082
"Delaware, IN",262.16335840000005
"Sequoyah, OK",262.0214469
"Lumpkin, GA",261.9833107
"Callaway, MO",261.502739
"Starr, TX",261.446347
"Butte, SD",261.374637
"Madison, IN",261.3387287
"Le Flore, OK",261.18053599999996
"Harrison, WV",260.97546830000005
"Page, IA",260.9304398
"Bennett, SD",260.7184241
"Sandoval, NM",260.6626396
"Wexford, MI",260.3767805
"Shoshone, ID",260.0472813
"Wayne, TN",259.7555936
"Garvin, OK",259.7497622
"Polk, MN",259.7484874
"Lehigh, PA",259.65102
"Monroe, IN",259.35949480000005
"Chase, KS",259.25925930000005
"St. Clair, MI",259.2401025
"Cherry, NE",259.1568763
"Christian, KY",258.875241
"Cameron, TX",258.8214994
"DeKalb, IL",258.7334473
"Washington, MD",258.71059180000003
"Covington, AL",258.67074909999997
"Clinton, IN",258.2330781
"Silver Bow, MT",257.79914840000004
"Oneida, NY",257.7220284
"Union, FL",257.6638478
"Macon, MO",257.3340196
"Flagler, FL",257.11312979999997
"Logan, IL",256.97503670000003
"Smith, TN",256.8942015
"Frederick, MD",256.8255533
"Maui, HI",256.5511042
"Candler, GA",256.0117034
"Kalkaska, MI",255.8734589
"Snyder, PA",255.86353939999998
"Morgan, AL",254.6186147
"Harnett, NC",254.42646040000002
"Sumner, KS",254.33427999999998
"Pope, AR",254.20883500000002
"Grayson, TX",254.1825701
"Blair, PA",254.1286002
"Fremont, CO",254.0311296
"Van Buren, AR",253.95700449999998
"Franklin, WA",253.9301461
"Lincoln, NM",253.66824169999998
"Lowndes, MS",253.6630954
"Johnson, TX",253.3821999
"Newton, MO",253.2075792
"Uintah, UT",253.12895509999998
"Franklin, MS",252.17500950000002
"Fergus, MT",252.15198680000003
"Westchester, NY",251.85744869999996
"Benton, TN",251.6881522
"Hampton, VA",251.6477809
"Autauga, AL",251.6019259
"Marion, WV",251.4595203
"Fentress, TN",251.270311
"Clay, SD",251.1661285
"Heard, GA",250.9084617
"Chemung, NY",250.8304522
"Bedford, PA",250.7389665
"Franklin, NC",250.56215869999997
"Kanabec, MN",250.06251559999998
"Newaygo, MI",249.9947918
"Saline, AR",249.99125899999999
"Scott, TN",249.82966159999998
"Ogemaw, MI",249.5996986
"York, PA",249.22260319999995
"Roane, TN",248.83593790000003
"Park, MT",248.6927688
"Woodson, KS",248.37007140000003
"Chester, TN",248.25356499999998
"Racine, WI",248.1529525
"Carroll, AR",248.13003450000002
"Wake, NC",248.0783423
"Erie, PA",247.9539341
"Osage, KS",247.8007682
"Codington, SD",247.7291495
"Carbon, WY",247.65049530000002
"Fort Bend, TX",247.560798
"Nevada, CA",247.45417519999998
"Ray, MO",247.40657149999998
"Mercer, IL",247.249351
"Washington, GA",246.6627974
"Lee, AL",246.46697540000002
"Marshall, WV",246.46477090000002
"Stone, AR",246.4033066
"Park, WY",246.34755530000004
"Aransas, TX",246.3458696
"Adams, MS",246.1826114
"Bent, CO",246.13220819999998
"Crawford, IL",246.090746
"Pittsburg, OK",246.06849649999998
"Screven, GA",245.7865169
"San Jacinto, TX",245.7551385
"Johnson, GA",245.72540189999998
"Clay, NC",245.6538171
"Marion, MO",245.6407418
"Cleburne, AR",245.26979680000002
"Haskell, OK",245.1731535
"Gila, AZ",245.03798089999998
"Wagoner, OK",244.3857332
"Ashley, AR",244.3264577
"El Dorado, CA",244.30908399999998
"Mackinac, MI",244.100895
"Collier, FL",244.0805319
"Maries, MO",243.95653140000002
"Moore, TX",243.8914232
"Jackson, IN",243.868771
"St. Louis, MN",243.8416276
"Allen, KS",243.82810120000002
"Hillsborough, NH",243.5734
"Holmes, FL",243.44474309999998
"Florence, WI",243.3628319
"Hampshire, MA",243.1138625
"Franklin, LA",243.06061929999998
"Johnson, IA",242.8946139
"Berkeley, WV",242.85688
"Lincoln, SD",242.6892374
"Blue Earth, MN",242.64436580000003
"Linn, MO",242.56144890000002
"Pike, MS",242.4151547
"Pottawatomie, KS",242.3868494
"Pawnee, OK",242.23339190000002
"Charlotte, FL",242.20571099999998
"Saguache, CO",241.6237113
"Haskell, KS",241.4875634
"Douglas, IL",241.36370490000002
"Hawkins, TN",241.1971831
"Beltrami, MN",240.8583315
"Osceola, MI",240.76701490000002
"Elmore, ID",240.7336645
"Esmeralda, NV",240.3846154
"Caldwell, LA",240.26429069999998
"Palo Pinto, TX",240.2380867
"Riley, KS",240.0721543
"Edwards, IL",239.8081535
"Freestone, TX",239.23444980000002
"Lyon, IA",239.0710383
"Cleveland, NC",239.05942480000002
"Hickman, TN",239.0077059
"Rock, WI",238.8965963
"Buncombe, NC",238.79441090000003
"Tooele, UT",238.63598959999996
"Carroll, TN",238.4877074
"Yankton, SD",237.9273881
"Beadle, SD",237.83185840000002
"Lawrence, IN",237.76284790000003
"Wells, ND",237.7555873
"Cullman, AL",237.59141699999998
"Converse, WY",237.5462866
"Honolulu, HI",237.53621260000003
"Siskiyou, CA",237.4483436
"Sullivan, NY",237.3964651
"Neosho, KS",237.3706634
"Manistee, MI",237.2188139
"Jackson, NC",237.0536914
"Laramie, WY",236.9297248
"Baker, FL",236.92296299999998
"Union, NC",236.89108650000003
"Cascade, MT",236.69644590000001
"Johnson, IL",236.64904950000002
"Blaine, OK",236.6255144
"Lane, OR",236.3760906
"Tazewell, IL",236.15348509999998
"Aleutians West, AK",235.8918527
"Marion, OR",235.7747193
"Polk, OR",235.69549700000002
"Bannock, ID",235.43826349999998
"San Mateo, CA",235.35771290000002
"Sheridan, KS",235.01762630000002
"Trumbull, OH",234.93281409999997
"Itasca, MN",234.8345185
"Wilkes, NC",234.7043739
"Talbot, MD",234.6365769
"St. Mary's, MD",234.41846890000002
"Payette, ID",234.40955330000003
"Murray, GA",234.29342709999997
"Kane, UT",234.1597796
"Walla Walla, WA",233.4957164
"Van Buren, TN",232.8497224
"Golden Valley, MT",232.8288708
"Windham, VT",232.5740475
"Lane, KS",232.5581395
"Nome, AK",232.5111201
"Colonial Heights, VA",232.50538730000002
"Henry, IA",232.4201365
"Loudon, TN",231.9219791
"Lackawanna, PA",231.8504565
"Jones, TX",231.6330127
"Johnson, IN",231.55941869999998
"Mower, MN",231.3931904
"Graham, KS",231.39220980000002
"Deschutes, OR",231.3894212
"Cooke, TX",231.36714590000003
"Lincoln, MT",231.24357659999998
"Fayette, PA",231.1128231
"Morgan, IL",230.9863975
"Garrett, MD",230.85416040000004
"Adams, WA",230.7651964
"Fayette, AL",230.64640130000004
"McKean, PA",230.3450522
"Dade, GA",230.2053674
"Eastland, TX",230.2000548
"Montezuma, CO",230.0912565
"Chautauqua, NY",229.18545240000003
"Vigo, IN",229.01256800000002
"Sherman, KS",228.9452167
"Payne, OK",228.9226722
"Wapello, IA",228.8717471
"Clark, IL",228.64911630000003
"Jefferson, KS",228.5653537
"Kaufman, TX",228.4282662
"Keweenaw, MI",228.20629849999997
"Wichita, KS",228.1021898
"Baldwin, AL",228.086325
"Butler, KS",227.95313280000002
"Shiawassee, MI",227.8664731
"Livingston, IL",227.8321898
"Dutchess, NY",227.6738202
"Jones, MS",227.66491209999998
"Klamath, OR",227.58306780000004
"Grand Forks, ND",226.9474841
"Calaveras, CA",226.88981239999998
"Madison, IL",226.7751894
"Thomas, KS",226.47206839999998
"Cambria, PA",226.33613050000002
"Jefferson, CO",226.16972149999998
"Asotin, WA",226.14201719999997
"Poweshiek, IA",225.79431209999998
"Larimer, CO",225.6414801
"Waller, TX",225.59883219999998
"Northumberland, PA",225.3497173
"Cass, IL",225.15761030000002
"Cannon, TN",225.04537209999998
"Calhoun, WV",224.7488102
"Bossier, LA",224.5140241
"Pender, NC",224.09368560000001
"Boyle, KY",224.03750040000003
"Mercer, PA",223.96805419999998
"Gilmer, GA",223.9406557
"Gladwin, MI",223.59078959999997
"Covington, VA",223.4444826
"Wilcox, GA",223.21428569999998
"Boone, WV",222.91941880000002
"Benton, WA",222.7811324
"Morton, KS",222.7171492
"Vernon, LA",222.4080903
"Sanilac, MI",222.365684
"Fond du Lac, WI",222.0082909
"Burnett, WI",221.74395099999998
"Terrell, TX",221.48394240000002
"Gwinnett, GA",221.22555
"Boise, ID",220.75055189999998
"Hawaii, HI",220.6256125
"Winchester, VA",220.4585538
"Dane, WI",220.2224188
"Barton, MO",219.9592668
"Rush, KS",219.7112367
"Russell, VA",219.36031699999998
"Milam, TX",219.3073199
"Clare, MI",219.17628969999998
"Live Oak, TX",219.09496919999998
"Creek, OK",218.53270899999998
"Rich, UT",218.53146850000002
"Walker, GA",218.4814804
"Orange, CA",217.9900031
"Harrisonburg, VA",217.9200311
"New Madrid, MO",217.8056085
"Bibb, AL",217.66169150000002
"Wheeler, OR",217.23388849999998
"Cook, GA",216.805344
"Kingman, KS",216.7261601
"Canyon, ID",216.72340359999998
"Pickens, AL",216.4836864
"Douglas, WI",216.46501239999998
"Richland, IL",216.28970460000002
"Dunn, ND",216.24219130000003
"San Saba, TX",216.2341983
"Polk, WI",216.21124300000002
"St. Bernard, LA",216.18140840000004
"Nevada, AR",215.9336288
"Lebanon, PA",215.5204228
"Colusa, CA",215.3759715
"Anderson, KS",215.2716221
"Pulaski, IN",215.26870150000002
"Adair, MO",215.0789926
"Big Horn, MT",214.6909983
"Powell, MT",214.5002145
"Isabella, MI",214.37901069999998
"Simpson, KY",213.56713309999998
"Runnels, TX",213.405762
"Hale, TX",212.50419419999997
"Lyon, KS",211.8770516
"Sedgwick, CO",211.86440679999998
"Dawson, MT",211.75224989999998
"Middlesex, MA",211.2954517
"Ketchikan Gateway, AK",211.23169930000003
"Tyler, WV",211.22846030000002
"Okanogan, WA",211.20093219999998
"Thurston, WA",211.13770449999998
"Blount, AL",210.8100636
"Clark, WA",210.6724168
"Grant, ND",210.3491796
"Cumberland, IL",210.25687909999996
"Piscataquis, ME",210.2312544
"Onslow, NC",210.02051609999998
"Dent, MO",209.7902098
"Baker, GA",209.51810840000002
"Jefferson, WA",209.46934430000002
"Custer, MT",209.18751569999998
"Pulaski, VA",208.65331669999998
"Zapata, TX",208.47810980000003
"Pamlico, NC",208.4459199
"Nowata, OK",208.4320227
"Iosco, MI",208.4234535
"New London, CT",208.2801386
"Spotsylvania, VA",208.0912146
"Washington, TX",207.9245615
"Whatcom, WA",207.8961779
"Dinwiddie, VA",207.8555046
"Brantley, GA",207.741089
"Belknap, NH",207.7136543
"Camden, MO",207.46887969999997
"Brooks, TX",207.2682051
"Henderson, KY",207.13314780000002
"Stearns, MN",207.1114852
"Morton, ND",206.96792
"Crowley, CO",206.68921459999999
"Ada, ID",206.5004418
"Lewis, WA",206.4437075
"Oakland, MI",206.391478
"Marion, OH",206.357636
"Weber, UT",206.2728755
"Teller, CO",206.2298604
"Wabash, IL",205.74367769999998
"Lenawee, MI",205.6700407
"Polk, TX",205.2849967
"Johnson, AR",205.0607444
"Brule, SD",204.9944092
"Logan, CO",204.8997773
"Roberts, SD",204.85806259999998
"Pushmataha, OK",204.7538503
"Roane, WV",204.6943231
"Comanche, KS",204.6035806
"Murray, OK",204.2007001
"Schuylkill, PA",204.192758
"Fayette, TN",204.1871285
"Brown, IL",204.08163269999997
"Amelia, VA",204.00156919999998
"St. Clair, AL",203.9208416
"Branch, MI",203.8992875
"Lincoln, OK",203.7786382
"Kiowa, OK",203.4043464
"Ellsworth, KS",203.18849640000002
"Montgomery, NC",203.1119655
"Humphreys, TN",202.817519
"Pine, MN",202.7212754
"Titus, TX",202.57205119999998
"Harrison, MS",202.5445293
"Greene, NY",202.24950990000002
"Clay, KS",202.2364977
"Coffey, KS",202.0922492
"Izard, AR",201.9748654
"Jefferson, MO",201.9006667
"Bedford, VA",201.7484869
"Bedford, VA",201.7484869
"Bedford, VA",55.85392052
"Bedford, VA",55.85392052
"Van Buren, IA",201.72135559999998
"Hays, TX",201.67475259999998
"Carroll, OH",201.5915119
"Strafford, NH",201.4559405
"Ravalli, MT",200.8671582
"Greene, PA",200.856282
"Allegan, MI",200.8335481
"Snohomish, WA",200.8277105
"Catoosa, GA",200.57876930000003
"Owyhee, ID",200.488145
"McCracken, KY",200.3885396
"Richland, OH",200.37282480000002
"McDonough, IL",200.2217841
"Crawford, MO",199.6495946
"Lunenburg, VA",199.5689311
"Kenosha, WI",199.0975041
"Swift, MN",199.0362455
"Cochran, TX",198.93899199999998
"Taylor, KY",198.791026
"White, AR",198.7691602
"Moore, NC",198.71815869999998
"Kenton, KY",198.59634069999998
"Warren, KY",198.5300329
"Ventura, CA",198.18489319999998
"Walsh, ND",198.1268012
"Stoddard, MO",198.11954330000003
"Miami, KS",197.9594944
"Wilson, KS",197.693575
"Beaver, OK",197.6284585
"Linn, IA",197.120924
"Archuleta, CO",196.8181073
"Pinal, AZ",196.481315
"Mahaska, IA",196.27960919999998
"Grays Harbor, WA",195.5598075
"Washington, PA",195.4794771
"Ness, KS",195.2489424
"Mineral, NV",195.0585176
"Bremer, IA",194.9317739
"Gilchrist, FL",194.90874730000002
"Tuolumne, CA",194.89920930000002
"Otsego, MI",194.78635669999997
"Muskingum, OH",194.7648156
"Herkimer, NY",194.76168959999998
"Sussex, VA",194.7502117
"Logan, AR",194.7287383
"Cherokee, NC",194.72407969999998
"Northampton, PA",194.46881330000002
"Skagit, WA",194.383904
"Berrien, GA",194.2461151
"Austin, TX",194.1276389
"Clark, KY",193.7440332
"Cherokee, OK",193.68140449999999
"Guadalupe, TX",193.4587207
"Cleburne, AL",193.4106976
"Fannin, TX",193.11328319999998
"Braxton, WV",193.076817
"Cumberland, VA",193.06981000000002
"Edgefield, SC",192.91874719999998
"Macon, GA",192.7332429
